Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
BCR-YT_S5_L004_R2_001 - polyg	(1, 0.09979729427858182)	(2, 0.11098616128863908)	(3, 0.1124996853831859)	(4, 0.11399639254334887)	(5, 0.11515115537104015)	(6, 0.11608729805174134)	(7, 0.1170514689564156)	(8, 0.1182398656528746)	(9, 0.11956840346919903)	(10, 0.12291048889575021)	(15, 0.1259588385350634)	(20, 0.1274992697246244)	(25, 0.12870224109754938)	(30, 0.12952739201131713)	(35, 0.1302202497079319)	(40, 0.13085817208555942)	(45, 0.1314288267256515)	(50, 0.13192324459653682)	(55, 0.1324894147207932)	(60, 0.13302195097628192)	(65, 0.133621754969306)	(70, 0.13431685492383863)	(75, 0.13534268792125367)	(80, 0.14213336602545376)	(85, 0.1539197947706173)	(90, 0.17045868917265786)	(95, 0.1938757097376945)	(100, 0.22427175807203037)	(105, 0.26777940958097746)	(110, 0.33597544189438056)	(115, 0.41109220327121887)	(120, 0.509974656319319)	(125, 0.6431580498656859)	(130, 0.833533594993621)	(135, 1.051400343323321)	(140, 1.1912611809490368)
CSP-AL_S8_L007_R1_001 - nextera_transposase_sequence	(1, 6.394763537887069e-07)	(2, 3.836858122732241e-06)	(3, 7.034239891675775e-06)	(4, 1.023162166061931e-05)	(5, 1.406847978335155e-05)	(6, 1.9184290613661206e-05)	(7, 2.2381672382604738e-05)	(8, 2.2381672382604738e-05)	(9, 2.621853050533698e-05)	(10, 0.00012751158494546814)	(15, 0.0003362366668221021)	(20, 0.0008172507801419672)	(25, 0.007809796813550719)	(30, 0.011112564285598632)	(35, 0.012894273302524729)	(40, 0.017006362047927624)	(45, 0.02312717391585161)	(50, 0.03639042507451242)	(55, 0.06883310682654564)	(60, 0.1608662878732748)	(65, 0.3226710712433699)	(70, 0.7832642745766174)	(75, 72.70285347394379)	(80, 90.18407096632322)	(85, 90.23784133553153)	(90, 90.40012853986293)	(95, 91.14413369844195)	(100, 92.73584444272156)	(105, 93.18483562656802)	(110, 93.25002653187393)	(115, 93.25547947463795)	(120, 93.25969093800873)	(125, 93.26255451312099)	(130, 93.26479651721738)	(135, 93.26599758170507)	(140, 93.26633509732459)
CSP-AL_S8_L007_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.023162166061931e-05)	(4, 1.406847978335155e-05)	(5, 1.982376696744991e-05)	(6, 2.6858006859125687e-05)	(7, 3.389224675080146e-05)	(8, 4.3484392057632066e-05)	(9, 5.3076537364462665e-05)	(10, 7.788821989146449e-05)	(15, 0.00021384089270694355)	(20, 0.00029658913288720226)	(25, 0.0003119365653781312)	(30, 0.0012867543190936358)	(35, 0.021571072156542175)	(40, 0.1216101134668937)	(45, 0.31650524024013926)	(50, 0.36946449764131706)	(55, 0.42086906013116376)	(60, 0.48617200169425423)	(65, 0.5961404481404244)	(70, 0.6890407591228911)	(75, 0.7272951298734268)	(80, 0.7476442906131495)	(85, 0.7591749445388553)	(90, 0.7703804886862948)	(95, 0.7836998858688183)	(100, 0.7987032800814089)	(105, 0.8185238496670898)	(110, 0.831515579165932)	(115, 0.8512966291129489)	(120, 11.04759003488139)	(125, 48.83156082851273)	(130, 49.38456961975227)	(135, 50.13770969804515)	(140, 50.471457778688844)
CSP-AL_S8_L007_R2_001 - illumina_universal_adapter	(1, 1.2789527075774137e-06)	(2, 1.1510574368196723e-05)	(3, 1.5347432490928965e-05)	(4, 2.81369595667031e-05)	(5, 4.3484392057632066e-05)	(6, 0.00012469788898879783)	(7, 0.00012981369981910747)	(8, 0.00013301108158805103)	(9, 0.00013748741606457198)	(10, 0.00017265861552295085)	(15, 0.00028098590985475776)	(20, 0.0007855327529940476)	(25, 0.007723723296330759)	(30, 0.011083915744948897)	(35, 0.01297164994133316)	(40, 0.0172083086804541)	(45, 0.023556134653973076)	(50, 0.037543273045122706)	(55, 0.07207026402469482)	(60, 0.17045574737941951)	(65, 0.3434615985624776)	(70, 0.8361163557409002)	(75, 75.15327020405715)	(80, 93.2046054217312)	(85, 93.26140844359973)	(90, 93.430858934151)	(95, 94.22265049801013)	(100, 95.92436025570562)	(105, 96.39773198712138)	(110, 96.46737006678205)	(115, 96.47342744259568)	(120, 96.47806914565729)	(125, 96.48147832199462)	(130, 96.48416501794742)	(135, 96.48563031406448)	(140, 96.48607615697834)
CSP-AL_S8_L007_R2_001 - polyg	(1, 1.7671718009754163)	(2, 1.7853508347609217)	(3, 1.7902505025836508)	(4, 1.7951514493590874)	(5, 1.7969579700585405)	(6, 1.7992556085977034)	(7, 1.8001866861688196)	(8, 1.8012194404801884)	(9, 1.802095523084879)	(10, 1.805519279483064)	(15, 1.8069183258498824)	(20, 1.807624563535007)	(25, 1.8089618364860498)	(30, 1.8091715847300924)	(35, 1.8093603581497308)	(40, 1.8094786612751819)	(45, 1.809617427643954)	(50, 1.8098248737731228)	(55, 1.8100356451793318)	(60, 1.8101877126562627)	(65, 1.810298469960739)	(70, 1.8103989956435544)	(75, 1.8109227267773076)	(80, 1.8116949584221427)	(85, 1.8120852947884956)	(90, 1.8123289352792888)	(95, 1.8126514871521402)	(100, 1.814793732937332)	(105, 1.8237127654341645)	(110, 1.8269907212236856)	(115, 1.830943708252266)	(120, 1.8367153660310211)	(125, 1.8468288124614602)	(130, 1.8738477115711993)	(135, 1.930003583369696)	(140, 2.0053556400420347)
CSP-AT_S7_L007_R1_001 - nextera_transposase_sequence	(1, 1.154053179889961e-06)	(2, 2.8851329497249023e-06)	(3, 3.4621595396698827e-06)	(4, 6.347292489394785e-06)	(5, 8.078372259229726e-06)	(6, 1.3848638158679531e-05)	(7, 1.6156744518459452e-05)	(8, 1.6156744518459452e-05)	(9, 1.9041877468184355e-05)	(10, 8.655398849174707e-05)	(15, 0.00030501625544491665)	(20, 0.0006879311005324057)	(25, 0.006477931309358328)	(30, 0.009208536538295965)	(35, 0.011256057690056734)	(40, 0.015202457944008443)	(45, 0.02034803485718381)	(50, 0.03024611817046403)	(55, 0.0555258838865896)	(60, 0.13755148310576645)	(65, 0.285390657878344)	(70, 0.7236110781003816)	(75, 73.0767341095922)	(80, 90.66478454441665)	(85, 90.71518631677921)	(90, 90.87522256420473)	(95, 91.53849154828289)	(100, 93.00741290480384)	(105, 93.43283787579917)	(110, 93.50850083362165)	(115, 93.51382505796708)	(120, 93.51803550558859)	(125, 93.520885324511)	(130, 93.52309372067606)	(135, 93.52432394136581)	(140, 93.52468666028025)
CSP-AT_S7_L007_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.327161156873455e-05)	(4, 1.9618904058129334e-05)	(5, 2.8851329497249023e-05)	(6, 3.462159539669883e-05)	(7, 4.500807401570847e-05)	(8, 5.4240499454828165e-05)	(9, 6.23188717140579e-05)	(10, 9.128560652929591e-05)	(15, 0.00021084551596589583)	(20, 0.000293706534281995)	(25, 0.0003092862522105095)	(30, 0.0020162463105857504)	(35, 0.023161039483165592)	(40, 0.11788664773107752)	(45, 0.31425687466161356)	(50, 0.37194937798812855)	(55, 0.4107573012948783)	(60, 0.44790465748108427)	(65, 0.5050200188123363)	(70, 0.5519152005878009)	(75, 0.5766449445583909)	(80, 0.5920789055702852)	(85, 0.6053478628167059)	(90, 0.6195645285344524)	(95, 0.6340548202611508)	(100, 0.652520017355344)	(105, 0.6844897139499739)	(110, 0.7028197714168021)	(115, 0.7353062530253865)	(120, 11.738782670892094)	(125, 51.69396870862124)	(130, 52.18512612523142)	(135, 52.750108323759164)	(140, 52.98580591333272)
CSP-AT_S7_L007_R2_001 - illumina_universal_adapter	(1, 4.039186129614863e-06)	(2, 8.655398849174707e-06)	(3, 1.0386478619009648e-05)	(4, 1.5002691338569493e-05)	(5, 2.423511677768918e-05)	(6, 9.001614803141694e-05)	(7, 9.117020121130692e-05)	(8, 9.232425439119687e-05)	(9, 9.463236075097679e-05)	(10, 0.0001261380125619727)	(15, 0.000236465496559453)	(20, 0.0006414227573828403)	(25, 0.00635929464246564)	(30, 0.009140447400682459)	(35, 0.011296334146034894)	(40, 0.015373719435904116)	(45, 0.020730834296953316)	(50, 0.031143394517828472)	(55, 0.057959897448295515)	(60, 0.1450937976629373)	(65, 0.3023670109651612)	(70, 0.76947938335638)	(75, 75.3725754229869)	(80, 93.49592119233958)	(85, 93.54904745344922)	(90, 93.71526296322115)	(95, 94.41560325138096)	(100, 95.97531143264686)	(105, 96.4211937273355)	(110, 96.50139546090921)	(115, 96.50721696676985)	(120, 96.51178747898346)	(125, 96.5151243083478)	(130, 96.51771354206221)	(135, 96.51921554227583)	(140, 96.51968720381045)
CSP-AT_S7_L007_R2_001 - polyg	(1, 1.7528221317440682)	(2, 1.770347583333877)	(3, 1.7744767856115236)	(4, 1.7791755131334455)	(5, 1.7808177308084288)	(6, 1.783020241302249)	(7, 1.7839336743941316)	(8, 1.7851090775578498)	(9, 1.7861690754035786)	(10, 1.7898538518016491)	(15, 1.791356429041866)	(20, 1.7920186247564867)	(25, 1.7932026833190537)	(30, 1.79338940912356)	(35, 1.7935544387282842)	(40, 1.7936535718964368)	(45, 1.7937836336898105)	(50, 1.793988593534559)	(55, 1.7941701260997558)	(60, 1.7942964949229538)	(65, 1.7943966667389681)	(70, 1.7944851826178656)	(75, 1.7948754834033043)	(80, 1.795585226108937)	(85, 1.7959462139436062)	(90, 1.7962067991516253)	(95, 1.796577365627688)	(100, 1.7985025571423807)	(105, 1.8080364212720874)	(110, 1.8111594045821877)	(115, 1.8144582655969033)	(120, 1.819297210580182)	(125, 1.8266668787816414)	(130, 1.8457187965124906)	(135, 1.8919528212211962)	(140, 1.957849488603549)
CSP-YL_S6_L007_R1_001 - nextera_transposase_sequence	(1, 5.957589268413341e-07)	(2, 1.1915178536826681e-06)	(3, 2.3830357073653362e-06)	(4, 2.3830357073653362e-06)	(5, 4.170312487889338e-06)	(6, 1.2510937463668014e-05)	(7, 1.3702455317350682e-05)	(8, 1.489397317103335e-05)	(9, 1.5489732097874683e-05)	(10, 0.00013344999961245884)	(15, 0.00037020459713920495)	(20, 0.000791406158416028)	(25, 0.00714696238995938)	(30, 0.010227274345299813)	(35, 0.011940796170680858)	(40, 0.015459824999747249)	(45, 0.020287617039298683)	(50, 0.03018805803733334)	(55, 0.05739875126188443)	(60, 0.14657719011005152)	(65, 0.29772337458183457)	(70, 0.736517935271853)	(75, 72.74093341447332)	(80, 90.23729572536)	(85, 90.28763378012452)	(90, 90.4368271859859)	(95, 91.13677803408716)	(100, 92.61122835547499)	(105, 93.02413373539197)	(110, 93.08299745785496)	(115, 93.08776662721611)	(120, 93.09160605519604)	(125, 93.09427219554543)	(130, 93.09606960022771)	(135, 93.09706785388552)	(140, 93.09739111267923)
CSP-YL_S6_L007_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.0255803512605358e-05)	(4, 2.4426116000494695e-05)	(5, 2.97879463420667e-05)	(6, 4.170312487889338e-05)	(7, 5.659709804992673e-05)	(8, 6.553348195254674e-05)	(9, 8.281049083094543e-05)	(10, 0.00012999459783677908)	(15, 0.00026153816888334564)	(20, 0.00034625508828018336)	(25, 0.00037151526677825584)	(30, 0.020703695073804672)	(35, 0.07330051023356259)	(40, 0.2509574903426436)	(45, 0.646161800177106)	(50, 0.7377741525449906)	(55, 0.7876440599448105)	(60, 0.8104684184945995)	(65, 0.8359552236884426)	(70, 0.863418757001545)	(75, 0.8939777345467299)	(80, 0.9167413256859811)	(85, 0.9407806749911704)	(90, 0.9620045867598929)	(95, 0.9826018792893636)	(100, 1.0124031706313918)	(105, 1.1021739130046244)	(110, 1.1781941818910031)	(115, 1.2927113202638005)	(120, 14.571986203486265)	(125, 61.40331265436225)	(130, 61.73617722669918)	(135, 62.058118082505324)	(140, 62.18357597611421)
CSP-YL_S6_L007_R2_001 - illumina_universal_adapter	(1, 2.3830357073653362e-06)	(2, 1.0127901756302679e-05)	(3, 1.191517853682668e-05)	(4, 2.383035707365336e-05)	(5, 3.097946419574937e-05)	(6, 0.0001245136157098388)	(7, 0.00012689665141720415)	(8, 0.00012927968712456948)	(9, 0.00013047120497825215)	(10, 0.0001776553119840858)	(15, 0.0003057434812549726)	(20, 0.0007701971406204767)	(25, 0.007124800157880881)	(30, 0.010280892648715534)	(35, 0.012112851348752635)	(40, 0.01578487107023188)	(45, 0.020862762707271307)	(50, 0.031356460444654566)	(55, 0.0602731689321085)	(60, 0.15496857374639705)	(65, 0.31619261622462813)	(70, 0.7850367805773819)	(75, 75.16497377895172)	(80, 93.22618728185877)	(85, 93.27930443286523)	(90, 93.43548775906345)	(95, 94.17999410663353)	(100, 95.7513592731417)	(105, 96.18565275598765)	(110, 96.2485054419212)	(115, 96.25382616489681)	(120, 96.25807082809877)	(125, 96.26118640898258)	(130, 96.26340096406544)	(135, 96.2646911395974)	(140, 96.2651414141943)
CSP-YL_S6_L007_R2_001 - polyg	(1, 2.1406059103014994)	(2, 2.1614777285444586)	(3, 2.165046324516238)	(4, 2.1702467041886364)	(5, 2.172015512442428)	(6, 2.1744652731496)	(7, 2.175465552387766)	(8, 2.176708305509157)	(9, 2.1777896079613743)	(10, 2.1816905182625463)	(15, 2.183249976829446)	(20, 2.1838357270063162)	(25, 2.184716139548402)	(30, 2.1849388342352554)	(35, 2.1851436561543034)	(40, 2.1852791317342675)	(45, 2.1854415356177244)	(50, 2.185666017581358)	(55, 2.18585916262544)	(60, 2.186007625750009)	(65, 2.1861161730264795)	(70, 2.1862300821332914)	(75, 2.1867904529798787)	(80, 2.187572684450821)	(85, 2.188039759449465)	(90, 2.1883404985557346)	(95, 2.188668285117283)	(100, 2.1907479603791002)	(105, 2.1985771858920784)	(110, 2.201396078830321)	(115, 2.204492833732042)	(120, 2.209794730725574)	(125, 2.217361584007171)	(130, 2.2409605483136397)	(135, 2.2945008073099427)	(140, 2.369408317672767)
CSP-YT_S5_L007_R1_001 - nextera_transposase_sequence	(1, 1.338579207399409e-06)	(2, 4.015737622198227e-06)	(3, 4.015737622198227e-06)	(4, 6.02360643329734e-06)	(5, 8.700764848096158e-06)	(6, 1.4055081677693794e-05)	(7, 1.7401529696192316e-05)	(8, 2.0078688110991134e-05)	(9, 2.6102294544288474e-05)	(10, 0.00012355086084296543)	(15, 0.00036636912906521816)	(20, 0.0009205409209285734)	(25, 0.008761134770349871)	(30, 0.01238935371200597)	(35, 0.013980388957920906)	(40, 0.019114911081663556)	(45, 0.026555135890151692)	(50, 0.041122491830517235)	(55, 0.07625350312871473)	(60, 0.17374356538282107)	(65, 0.3504621230540873)	(70, 0.835830943657113)	(75, 72.75374401942888)	(80, 90.22570279290268)	(85, 90.28320146275652)	(90, 90.44836366455655)	(95, 91.12009403358302)	(100, 92.70836109769706)	(105, 93.1778186288355)	(110, 93.25367577866089)	(115, 93.25984836895996)	(120, 93.26491194638572)	(125, 93.26835155951706)	(130, 93.27098494639178)	(135, 93.27236729713927)	(140, 93.27278546928365)
CSP-YT_S5_L007_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 1.6062950488792907e-05)	(4, 2.409442573318936e-05)	(5, 3.480305939238463e-05)	(6, 4.6180982655279604e-05)	(7, 5.421245789967606e-05)	(8, 6.826753957736985e-05)	(9, 8.098404204766424e-05)	(10, 0.00011980283906224708)	(15, 0.00025593634445476697)	(20, 0.0003391959711550102)	(25, 0.0003574006483756422)	(30, 0.0008723520694621949)	(35, 0.013809452393136001)	(40, 0.10342505474387384)	(45, 0.2847975846034263)	(50, 0.3408986439068223)	(55, 0.41633574757694414)	(60, 0.5371153478868305)	(65, 0.7486494137371101)	(70, 0.929966794133318)	(75, 0.9924649234688756)	(80, 1.0271469753009115)	(85, 1.042790013492343)	(90, 1.0567509930517567)	(95, 1.0746237026289536)	(100, 1.0932750637310946)	(105, 1.1144721347698678)	(110, 1.1325736075336095)	(115, 1.1537327967808135)	(120, 10.702341132199205)	(125, 46.94197069057675)	(130, 47.59012185300698)	(135, 48.496155654059514)	(140, 48.90694633726981)
CSP-YT_S5_L007_R2_001 - illumina_universal_adapter	(1, 2.0078688110991134e-06)	(2, 1.3385792073994089e-05)	(3, 1.4055081677693794e-05)	(4, 2.0078688110991134e-05)	(5, 3.1456611373886106e-05)	(6, 0.00015795234647313024)	(7, 0.00016196808409532848)	(8, 0.00016732240092492612)	(9, 0.00017535387616932256)	(10, 0.00025285761227774835)	(15, 0.00044815631863732205)	(20, 0.001038871322862681)	(25, 0.00894304768463545)	(30, 0.012675140372785743)	(35, 0.014340332906790607)	(40, 0.019607642087907284)	(45, 0.027279441099275513)	(50, 0.042607377745285405)	(55, 0.07988185592829156)	(60, 0.183544910055241)	(65, 0.37128894308409405)	(70, 0.8849091471488878)	(75, 74.82311545850702)	(80, 92.77333251983413)	(85, 92.83377258363831)	(90, 93.00389475683343)	(95, 93.70692204473436)	(100, 95.37709543196995)	(105, 95.86581699191375)	(110, 95.9458928079692)	(115, 95.952667089622)	(120, 95.95813237466788)	(125, 95.96222574988413)	(130, 95.96537355274825)	(135, 95.96700113120652)	(140, 95.96749935038751)
CSP-YT_S5_L007_R2_001 - polyg	(1, 2.2249950593041454)	(2, 2.24537827418482)	(3, 2.2496376332227648)	(4, 2.2550167137676995)	(5, 2.256742142366037)	(6, 2.2590946953230415)	(7, 2.259794102958908)	(8, 2.2605309908125815)	(9, 2.2611072491613666)	(10, 2.264403366601667)	(15, 2.2658214574139857)	(20, 2.2667773368259896)	(25, 2.268561662909453)	(30, 2.2687955126969857)	(35, 2.268958685502368)	(40, 2.269058409653319)	(45, 2.2691903935631688)	(50, 2.269427991372482)	(55, 2.26962114835211)	(60, 2.269762636174332)	(65, 2.2698674469262716)	(70, 2.269975604126229)	(75, 2.2732389263759485)	(80, 2.279098556856339)	(85, 2.280122034518317)	(90, 2.280618647404262)	(95, 2.2810949138862546)	(100, 2.2837092929362264)	(105, 2.2932698272092353)	(110, 2.29641120489316)	(115, 2.2998692904175555)	(120, 2.3069274847202523)	(125, 2.316882364427761)	(130, 2.3439465619904865)	(135, 2.4042363033496765)	(140, 2.4835637197702636)
GE-AL_S4_L005_R1_001 - illumina_universal_adapter	(1, 5.366917702523157e-05)	(2, 6.241008533552987e-05)	(3, 0.00010733835405046314)	(4, 0.0001538399862612501)	(5, 0.00023145925205669902)	(6, 0.0003328537884561593)	(7, 0.0004419403241686821)	(8, 0.0005889624019478995)	(9, 0.000776891930619313)	(10, 0.002046736126306209)	(15, 0.005867946566869455)	(20, 0.013664801816022299)	(25, 0.0226330087060216)	(30, 0.035314108700802926)	(35, 0.053356776962221505)	(40, 0.06894426393381027)	(45, 0.09270303170293179)	(50, 0.12048845622154185)	(55, 0.15829896833576595)	(60, 0.19957881688561394)	(65, 0.24461323519106748)	(70, 0.29345697630178225)	(75, 0.3459584728676577)	(80, 0.4028914001650549)	(85, 0.4704266646428784)	(90, 0.551158497960358)	(95, 0.6497148963950977)	(100, 0.7639179402688703)	(105, 0.9032107824656233)	(110, 1.0686762816704698)	(115, 1.270207572727172)	(120, 1.5119441050660538)	(125, 1.8041905005304926)	(130, 2.1573438597737895)	(135, 2.5955823043821606)	(140, 2.894937785466265)
GE-AL_S4_L005_R1_001 - polya	(1, 0.0005922839471058129)	(2, 0.00135728824242312)	(3, 0.011249898631686326)	(4, 0.0158261137684599)	(5, 0.023014461944683016)	(6, 0.0294019681015166)	(7, 0.0340082519628776)	(8, 0.04426500859234783)	(9, 0.08412914466862667)	(10, 0.1027274549895143)	(15, 0.15219389840825473)	(20, 0.18191249717240357)	(25, 0.1907684358360654)	(30, 0.1937854827120812)	(35, 0.19640663636890696)	(40, 0.23471003082093217)	(45, 0.2748907276325768)	(50, 0.2959651624596057)	(55, 0.322735312996158)	(60, 0.3586328598448567)	(65, 0.39717841242071045)	(70, 0.432543498098779)	(75, 0.4665597567336689)	(80, 0.5013606692257576)	(85, 0.6374846524509615)	(90, 0.6994592307708392)	(95, 0.7330727433144235)	(100, 0.7703872263638549)	(105, 0.8063293518449361)	(110, 0.8484251117401007)	(115, 0.8962173215810866)	(120, 0.9406121851072922)	(125, 0.9774341704188879)	(130, 1.0230456634909877)	(135, 1.0764391872317454)	(140, 1.0986755335186458)
GE-AL_S4_L005_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 2.4124906936423312e-05)	(4, 5.838926751279265e-05)	(5, 7.674517496441909e-05)	(6, 9.614999141328131e-05)	(7, 0.00012027489834970462)	(8, 0.00014894507760748304)	(9, 0.00018303462001764643)	(10, 0.000292995246561199)	(15, 0.0009364309890988775)	(20, 0.001609515892625088)	(25, 0.001832618836337142)	(30, 0.002025757946361493)	(35, 0.004849770603252668)	(40, 0.015261101455282217)	(45, 0.016200224644140664)	(50, 0.01740206457317344)	(55, 0.018651350152514515)	(60, 0.020067272407883117)	(65, 0.021324459768336697)	(70, 0.022490496936930494)	(75, 0.023704224501265272)	(80, 0.02545985341720531)	(85, 0.02870856932707726)	(90, 0.03465441486880809)	(95, 0.044727682351028544)	(100, 0.056090408627184195)	(105, 0.07228919976236198)	(110, 0.09044787735887484)	(115, 0.11006883898843411)	(120, 0.13459089783484415)	(125, 0.1707032262825435)	(130, 0.22562805226836607)	(135, 0.29618274114926574)	(140, 0.343317180158085)
GE-AL_S4_L005_R2_001 - illumina_universal_adapter	(1, 6.32841761665597e-05)	(2, 7.936744745750857e-05)	(3, 0.000159434167579841)	(4, 0.00024054979669940925)	(5, 0.0003503356050767559)	(6, 0.000488791592711881)	(7, 0.0006249749441863286)	(8, 0.0008087088368687989)	(9, 0.0010265322719614325)	(10, 0.002423504238113307)	(15, 0.006421176135644855)	(20, 0.014438337237850457)	(25, 0.023517029208891926)	(30, 0.03624085476349399)	(35, 0.05425922329980994)	(40, 0.06952224775492043)	(45, 0.09161178174584092)	(50, 0.11853426883242509)	(55, 0.15206897334668393)	(60, 0.18668769034595278)	(65, 0.2255020433341648)	(70, 0.26943154090193017)	(75, 0.3228700978023028)	(80, 0.38052754150772405)	(85, 0.4482701053670345)	(90, 0.5280961358381345)	(95, 0.6222517316840717)	(100, 0.7349543811645649)	(105, 0.871102734042138)	(110, 1.0335138801743005)	(115, 1.2341130407687921)	(120, 1.4748198241814543)	(125, 1.7659513692363646)	(130, 2.117112255912146)	(135, 2.5495014245337986)	(140, 2.843670959681036)
